,time,YPredicted,YReal,KPredicted,NPredicted,RPredicted,loss,An,d,al,tr,depon,gentime,Z,dn,ksted,nsted,rsted,s,A,be,phi,region_id,segment_index
112,112,1.0980017617754,0.96128214742924,0.70358503764078,2.39152422331404,0.356843997190049,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
113,113,0.974121819544237,0.88036435394956,0.629021413688396,2.29067683644323,0.333035152085904,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
114,114,0.875818686241935,0.78630545622751,0.562304678885964,2.1728229266268,0.317680651437258,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
115,115,0.795630912744824,0.68127313640595,0.504571192060807,2.04755417796863,0.307827681228289,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
116,116,0.725798067455547,0.58485863196294,0.455032022049166,1.92106913393143,0.300521943549019,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
117,117,0.662830743619786,0.51389115195529,0.411959228148582,1.79625297533583,0.294484591203951,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
118,118,0.606086182512186,0.47025716298606,0.374133881790388,1.67482996122583,0.289560463558899,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
119,119,0.554589512653418,0.44724512247244,0.340599562063666,1.55800508186456,0.285437949759035,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
120,120,0.510578809640976,0.43826947089805,0.310811835286183,1.44692629943187,0.283450937373727,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
121,121,0.464735697286353,0.43812227078645,0.283582072240621,1.34085608257174,0.278835282009771,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
122,122,0.427384504330485,0.44197269255018,0.259247232137171,1.24096648203063,0.277398132007627,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
123,123,0.456858652243153,0.44352942265545,0.242966145643032,1.15640814483392,0.318034303418762,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
124,124,0.591485185103306,0.43070877414566,0.250556743331959,1.11480964206829,0.424281148940972,0.120599632710747,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.528425306340634,0.231122831182573,0.355860410527414,Chihuahua Desert,4
125,125,0.23190719894879,0.23190719894879,0,0.23190719894879,1,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
126,126,0.226517494502622,0.22896632053394,0.0449540607799916,0.236835066874135,0.952286757952121,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
127,127,0.225575283702072,0.22533401550101,0.0716905763152421,0.240288446279759,0.933668896350733,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
128,128,0.226464732658803,0.22163743589924,0.0879483919216029,0.243146849365508,0.925822670483739,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
129,129,0.228084167416871,0.21808604099243,0.098041663977287,0.245748785922207,0.922293760898751,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
130,130,0.229930604200528,0.21458328815449,0.104553585038495,0.248251597563014,0.920227910623869,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
131,131,0.231907107432473,0.2117138687289,0.108838282179627,0.25068598643933,0.919034427131161,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
132,132,0.233884960670687,0.20924772321328,0.111856191441196,0.253091539334968,0.91800919890482,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
133,133,0.235859447656472,0.2070976405095,0.114078734765955,0.255468334406388,0.917114829476594,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
134,134,0.237836287143266,0.20543408353231,0.115772537636157,0.257813467896392,0.916372287194614,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
135,135,0.239765489271758,0.20395994686461,0.117233338744226,0.260142281737622,0.915524620515429,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
136,136,0.241678814901633,0.20312412882553,0.118494937005419,0.262443421861215,0.914733201830649,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
137,137,0.243585419885236,0.2024779459699,0.119594918839817,0.264713168834858,0.914042486183745,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
138,138,0.245451879950871,0.20301822463845,0.120647509283056,0.266961975706315,0.913286746898367,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
139,139,0.247262144458153,0.20385288221289,0.121695325616438,0.2691947230433,0.912390653019832,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
140,140,0.249075943030247,0.20545232570892,0.122673248821393,0.271390430787083,0.91164796083549,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
141,141,0.250908030476336,0.2074546036445,0.123574101807756,0.27354389150437,0.911125713665133,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
142,142,0.252709069391463,0.21023389832389,0.124455848305013,0.275671458953355,0.910585459492117,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
143,143,0.254376371439127,0.2139941660154,0.125415263151599,0.277807449908745,0.909545907568525,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
144,144,0.256007125968519,0.2184665357011,0.126364644936889,0.279918484471314,0.908473496203196,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
145,145,0.257755210878265,0.2249721275238,0.12719589918069,0.281951279438929,0.908084272781584,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
146,146,0.25956822390175,0.23174029343562,0.127948574523604,0.283924318392433,0.908120037101998,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
147,147,0.26118306572003,0.23944434990411,0.128804653910523,0.285926335412077,0.907372682102463,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
148,148,0.262626443755068,0.24735151438945,0.129746870740465,0.287948693277284,0.905978383900026,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
149,149,0.264231660747531,0.25590700044304,0.130546516544761,0.289877172679239,0.905453393937927,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
150,150,0.265953920896946,0.26474597693629,0.131235334149545,0.291727396149106,0.905578361885894,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
151,151,0.267407060051465,0.27307054277615,0.132074074754237,0.293629810410161,0.904627460038178,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
152,152,0.268766024298872,0.28086826815478,0.132946038783571,0.295525744589648,0.903391250962,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
153,153,0.270317291355928,0.28719036759445,0.133655133150046,0.29731698629832,0.903133568428833,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
154,154,0.271918648190288,0.28999747969837,0.134299190904516,0.299052432047187,0.903214701699044,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
155,155,0.273193741040697,0.29235274621822,0.135133958614276,0.30085988739189,0.901997957259566,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
156,156,0.274474096496498,0.29304610180813,0.135934735660267,0.302627048967108,0.900933308830775,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
157,157,0.275975276319567,0.29354801012672,0.13655237386759,0.304279648966807,0.900943615083875,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
158,158,0.277464537961466,0.29513301663261,0.137147438990707,0.305897710656938,0.90101698887328,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
159,159,0.278583981546602,0.29710908447258,0.137966208513292,0.30760377616004,0.899633535103987,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
160,160,0.279779829951725,0.29806887887402,0.138702452772964,0.309245700587622,0.898698239613761,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
161,161,0.281223211762358,0.29818753267882,0.139236550566863,0.310764373390214,0.898923270589274,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
162,162,0.282583980772072,0.29823877084491,0.139797172120216,0.312273206113613,0.898910993406274,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
163,163,0.283574969563926,0.29815664810156,0.140584582833173,0.313871340460872,0.897468817731712,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
164,164,0.284711198788327,0.30005788933925,0.141242134454004,0.315382519127876,0.896747687988178,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
165,165,0.28607790167309,0.31087568030965,0.141709932568962,0.316777434218516,0.897087913117791,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
166,166,0.287259139591944,0.32322091296939,0.14227621829895,0.318198575554065,0.896770387197164,0.0259812792552403,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.01,0.325766691767595,0.226639024263532,Continental US,0
167,167,0.305622145110086,0.34123370496325,0.14227621829895,0.318198575554065,0.896770387197164,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
168,168,0.327147442646628,0.36090590447383,0.148872092437638,0.31810075269315,0.958758743085572,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
169,169,0.339015851117899,0.37544901976603,0.156087369825636,0.320990321238883,0.983309503768173,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
170,170,0.346863780522528,0.38651345317983,0.162261542401359,0.325040277882566,0.992632048664221,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
171,171,0.353241660295156,0.39398108136738,0.167326545520684,0.329590837261831,0.996338850716247,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
172,172,0.358921285719385,0.39556074890857,0.171627627545825,0.334437088372903,0.997309308672959,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
173,173,0.364571442495419,0.39608691120427,0.175297648020186,0.339393420074699,0.997987639588831,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
174,174,0.370110212253487,0.39304244958064,0.178644080385714,0.344481401911964,0.998042624956323,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
175,175,0.37569390930881,0.38950405132516,0.181771166368724,0.349657866763511,0.998014855054858,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
176,176,0.381462722869968,0.384428579407,0.184734899824941,0.354885851098766,0.998364168397366,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
177,177,0.387151448146873,0.37903407572533,0.187699825704561,0.360235977706352,0.998170060842177,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
178,178,0.392831460309041,0.37681655605305,0.19067348680634,0.365688495163844,0.997688429386952,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
179,179,0.39888945818647,0.37637751459329,0.19352242830161,0.371144332053699,0.998181142046754,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
180,180,0.405015161503396,0.3787635251887,0.196402575811054,0.376686846582469,0.998599248243578,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
181,181,0.410847900882174,0.38495660274442,0.199497639068448,0.38240952316477,0.997801491050373,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
182,182,0.416805883396015,0.39122820034439,0.20260127881214,0.388202821070227,0.997150502829033,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
183,183,0.423396907857866,0.39767841706984,0.205473352543572,0.393940620295659,0.998186511838826,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
184,184,0.429737093853785,0.4044160899043,0.208563513699436,0.3998536634411,0.998150656829964,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
185,185,0.435820755204492,0.41319673934016,0.211867197679639,0.405940337537596,0.997081405789209,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
186,186,0.442590780892754,0.42241702307011,0.214912114814556,0.411960336513719,0.99778934385486,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
187,187,0.449374814475167,0.43238384614649,0.218048098096373,0.41809152911592,0.99823708552989,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
188,188,0.455751171981283,0.44269715042817,0.221483885522342,0.424441450422089,0.997235364515915,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
189,189,0.462611566777959,0.45249959822917,0.224764926157096,0.43078001681024,0.99735653008491,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
190,190,0.469868145900772,0.46174124409991,0.227946604428266,0.437135218367747,0.998294808338679,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
191,191,0.476615813431699,0.47188077978515,0.231488067610098,0.443742003936154,0.997539436652974,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
192,192,0.483425525870195,0.48429175878292,0.235089475606512,0.450449269444528,0.996710686972065,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
193,193,0.491138954493484,0.49736472125448,0.238337222545654,0.457046543920379,0.99802646012456,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
194,194,0.49843787530582,0.51369681857728,0.241905188022021,0.463877842660838,0.997941654669999,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
195,195,0.505305915427206,0.53060102456864,0.245786360912814,0.470941490775665,0.996489497917522,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
196,196,0.513002858706336,0.5482242612008,0.249352560085699,0.477918008855073,0.996910875647658,0.0244232992239541,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.106238142900289,0.005,0.2,Continental US,1
197,197,0.572438009919631,0.56612462861527,0.249352560085699,0.477918008855073,0.996910875647658,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
198,198,0.576581438475607,0.58381837865355,0.264296166428299,0.495362909672305,0.966942678074167,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
199,199,0.589016533005345,0.60132913320582,0.2748251754625,0.511117172129327,0.956720358482127,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
200,200,0.602931131660784,0.61869230099887,0.284044665393099,0.526523925465603,0.95039883069468,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
201,201,0.618341768540127,0.635745479885,0.29250460519061,0.541792784388043,0.947160370459186,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
202,202,0.634273566076105,0.65254571961536,0.300790724162622,0.557174125509183,0.944748115555489,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
203,203,0.650745861178788,0.6681812618142,0.308908197926068,0.57265442705801,0.943143516525842,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
204,204,0.667227055754234,0.68365541474798,0.317178618405612,0.588370735356592,0.94125157510814,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
205,205,0.683950681822958,0.69900035376265,0.32544574666302,0.604239824396563,0.939574386901813,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
206,206,0.700941127297624,0.71428895709566,0.333686315882776,0.620241123110021,0.938163335075701,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
207,207,0.71781253946709,0.72714353784704,0.342139122008074,0.636474570375776,0.936305762505388,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
208,208,0.734680678082315,0.73824001062101,0.350710561128055,0.652887542146471,0.934274220262515,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
209,209,0.751946704555176,0.74656523227246,0.359105105946806,0.669336054712724,0.932829351500999,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
210,210,0.769523218867092,0.75006213480399,0.367383254886345,0.68583753708264,0.931788699932363,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
211,211,0.786725388633331,0.75599526436643,0.375982617430966,0.702580189133335,0.929994443350727,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
212,212,0.803323496331779,0.77183240893417,0.385060788352931,0.71962504778537,0.927131688135033,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
213,213,0.820600726559944,0.79107123383465,0.393671677929756,0.736534134691353,0.92541610632359,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
214,214,0.838792003483678,0.83515880945807,0.401667821285234,0.753229060047378,0.925145446287842,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
215,215,0.85648787542814,0.88581546043554,0.410011722705111,0.770131282174413,0.924057892961421,0.0182039709572053,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.278942551711678,0.0853073752701884,0.2,Continental US,2
216,216,0.950514345191472,0.93660873254783,0.410011722705111,0.770131282174413,0.924057892961421,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
217,217,0.975756958521582,0.98748333008021,0.438118296958573,0.900310420544666,0.820497511003975,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
218,218,1.01458965168752,1.03143234174527,0.461835370259596,1.01652244859665,0.761864780125374,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
219,219,1.0514165852557,1.06543577428047,0.483668044528002,1.1222311657407,0.719582222193057,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
220,220,1.08300778140855,1.09359130927156,0.50374100837695,1.21846754407312,0.685937819774232,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
221,221,1.10763308561788,1.10305993508578,0.521291879641692,1.30508009036098,0.657537974684222,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
222,222,1.12486294298679,1.110146376774,0.536028720839465,1.38182462112646,0.632749752553072,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
223,223,1.13541111459064,1.10959953151311,0.547658760174784,1.44850707722725,0.611016242006909,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
224,224,1.14038688498171,1.10771565074447,0.556132559590623,1.50525699602052,0.592054515489841,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
225,225,1.14120916910775,1.11685888239352,0.561666958390502,1.55227828424075,0.575839540537567,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
226,226,1.13926484294061,1.13143996211058,0.564552120825754,1.59012957890506,0.562325022882079,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
227,227,1.13541111479374,1.1505930652677,0.565943800348804,1.62064717755731,0.550846306281359,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
228,228,1.13035563976683,1.17511601290837,0.566445836657441,1.64506730257146,0.541063701149218,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
229,229,1.12486724651574,1.19225722311719,0.565974941313867,1.66386720053157,0.533041601237494,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
230,230,1.1197992251304,1.1895462942987,0.564096437844836,1.67709646820865,0.527079315597265,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
231,231,1.11535862604779,1.1815259818818,0.56185374272552,1.68636694569355,0.522624509467464,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
232,232,1.11149762069793,1.14669112149419,0.559758592999666,1.69290937610402,0.51921623459667,0.0451258456682572,1,0.5,0.5,0.25,1,10,1,0.2,1,1,1,0.25,0.460022528697338,0.227224618263603,0.309464040096462,Continental US,3
