,time,YPredicted,YReal,KPredicted,NPredicted,RPredicted,loss,An,d,al,tr,depon,gentime,Z,dn,ksted,nsted,rsted,s,segment_index,A,be,phi,region_id
104,104,1.53651170046721,1.61424223037952,0.788004275988797,2.58168550614784,0.378120659763246,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
105,105,1.53739876630113,1.5990213055812,0.780212540476342,2.56617550048332,0.380897025606457,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
106,106,1.54208644996315,1.55208636874835,0.776217856274658,2.55472243681286,0.383817352479475,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
107,107,1.54860733697458,1.47386251905151,0.774993553933188,2.54720026724293,0.386482162596374,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
108,108,1.55559687338011,1.37194515482949,0.775482769762141,2.54273909516178,0.388738749200735,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
109,109,1.562028644239,1.25762475406652,0.777093662059237,2.54105186326542,0.390410160862002,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
110,110,1.56728749637134,1.14449348306935,0.779203696451452,2.54138050252928,0.391489329304178,0.133971022866809,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,1.03894401192667,0.151484148993403,0.325009822808164,Chihuahua Desert
111,111,1.00043244365165,1.04496630634863,0.779203696451452,2.54138050252928,0.391489329304178,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
112,112,0.794959463763798,0.96128214742924,0.645039288967053,2.24044656795146,0.352928176112154,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
113,113,0.699800772600174,0.88036435394956,0.536328224526646,1.96844939699344,0.353662597118613,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
114,114,0.659122202645003,0.78630545622751,0.458024715121508,1.73409567258695,0.378152183697532,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
115,115,0.646127816674184,0.68127313640595,0.405833187469496,1.53779713038012,0.418017108774682,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
116,116,0.645406114686979,0.58485863196294,0.373330759086133,1.37612731980431,0.46657157971301,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
117,117,0.649183887794278,0.51389115195529,0.353552774034422,1.24389540288897,0.519128239920726,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
118,118,0.649183887575706,0.47025716298606,0.342213502584832,1.13615970689739,0.568265612728968,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
119,119,0.644249514680724,0.44724512247244,0.334966829396935,1.04756154295268,0.61154110971607,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
120,120,0.635204839850031,0.43826947089805,0.328798614497948,0.973557404563399,0.64868769629863,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
121,121,0.622349997221643,0.43812227078645,0.322983896259223,0.910998503390959,0.679107883077703,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
122,122,0.607189810023251,0.44197269255018,0.316713787394941,0.8572356614981,0.704032091112309,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
123,123,0.590619785363524,0.44352942265545,0.309872384638447,0.810451269095768,0.724275730411459,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
124,124,0.573800890130772,0.43070877414566,0.302374813271932,0.769057124028895,0.741460348673389,0.14990166416742,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,4,0.01,0.306331371926724,0.2,Chihuahua Desert
125,125,0.23190719894879,0.23190719894879,0,0.23190719894879,1,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
126,126,0.226517631274177,0.22896632053394,0.0449540787824105,0.236834858106892,0.952288169726794,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
127,127,0.22557542483178,0.22533401550101,0.0716906161914428,0.240288081254638,0.933670893582272,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
128,128,0.226464829153962,0.22163743589924,0.0879484391186554,0.243146350835659,0.925824956052819,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
129,129,0.228084196959153,0.21808604099243,0.0980417051719741,0.245748165419324,0.922296200582922,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
130,130,0.229930560294218,0.21458328815449,0.104553607602502,0.248250860381236,0.920230458071479,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
131,131,0.231906985663078,0.2117138687289,0.108838279976919,0.250685136794586,0.919037049305019,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
132,132,0.233884762802176,0.20924772321328,0.111856156599664,0.253090579182808,0.918011894363472,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
133,133,0.235859173077876,0.2070976405095,0.114078667780732,0.255467266532386,0.917117584480141,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
134,134,0.237835938016437,0.20543408353231,0.115772434858777,0.257812294289418,0.916375102330632,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
135,135,0.239765067898522,0.20395994686461,0.117233198773475,0.260141004257829,0.915527496069011,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
136,136,0.241678322181481,0.20312412882553,0.118494762689874,0.262442043032237,0.914736131233914,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
137,137,0.243584858258008,0.2024779459699,0.119594709792188,0.264711690774994,0.914045470690597,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
138,138,0.245451253003597,0.20301822463845,0.120647262914123,0.266960400100067,0.913289792583755,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
139,139,0.247261451783477,0.20385288221289,0.121695045844671,0.26919305292498,0.912393745777522,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
140,140,0.24907518618651,0.20545232570892,0.122672938005325,0.271388668818242,0.911651097427516,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
141,141,0.250907213984314,0.2074546036445,0.123573759511994,0.273542039435821,0.911128905488763,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
142,142,0.252708198454222,0.21023389832389,0.12445547221654,0.27566951818267,0.910588719725899,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
143,143,0.254375447888816,0.2139941660154,0.125414853561499,0.277805422536441,0.909549230765178,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
144,144,0.256006144964524,0.2184665357011,0.126364208329759,0.279916375399316,0.908476847623569,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
145,145,0.257754175955793,0.2249721275238,0.127195437161743,0.281949091339674,0.908087661460295,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
146,146,0.259567140268971,0.23174029343562,0.127948086930857,0.283922053121964,0.9081234787083,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
147,147,0.261181932849218,0.23944434990411,0.128804142001931,0.285923995739402,0.907376158541801,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
148,148,0.26262526578976,0.24735151438945,0.129746332907298,0.287946280508175,0.905981898873134,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
149,149,0.2642304444972,0.25590700044304,0.130545952356815,0.289874688579793,0.905456972648194,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
150,150,0.265952666182678,0.26474597693629,0.13123474745808,0.291724844649844,0.905581997040555,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
151,151,0.26740575902297,0.27307054277615,0.132073471358785,0.293627196479734,0.904631098794818,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
152,152,0.268764686974061,0.28086826815478,0.132945413838615,0.295523067836258,0.903394925348169,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
153,153,0.270315927930666,0.28719036759445,0.133654484067997,0.297314247420052,0.903137319791352,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
154,154,0.271917253595618,0.28999747969837,0.134298524150933,0.299049636285952,0.903218500132297,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
155,155,0.273192305114623,0.29235274621822,0.135133280964512,0.300857040182292,0.902001739094926,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
156,156,0.274472637334898,0.29304610180813,0.135934037363954,0.302624147426443,0.900937143977176,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
157,157,0.275973802590978,0.29354801012672,0.136551653613279,0.304276694364744,0.900947539020077,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
158,158,0.277463029614026,0.29513301663261,0.137146712802358,0.305894712935085,0.90102090706518,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
159,159,0.278582438359844,0.29710908447258,0.13796547576626,0.307600737025488,0.899637426450683,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
160,160,0.279778283773246,0.29806887887402,0.138701694496057,0.309242612498303,0.898702233858094,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
161,161,0.281221660819839,0.29818753267882,0.139235772977779,0.310761241199126,0.898927359887256,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
162,162,0.282582376520613,0.29823877084491,0.139796410049309,0.312270048968602,0.898914964511804,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
163,163,0.283573346929528,0.29815664810156,0.140583811220763,0.313868147930362,0.897472796997496,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
164,164,0.284709594142712,0.30005788933925,0.141241331388729,0.315379282095033,0.896751824339777,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
165,165,0.286076295891478,0.31087568030965,0.141709116054243,0.316774163178598,0.897092127441434,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
166,166,0.287257479310627,0.32322091296939,0.142275425374423,0.31819529061626,0.896774447847548,0.0259812760493163,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,0,0.01,0.325757062936372,0.226637929386453,Continental US
167,167,0.305620905903809,0.34123370496325,0.142275425374423,0.31819529061626,0.896774447847548,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
168,168,0.327145531106491,0.36090590447383,0.14887128711835,0.318097767187691,0.958760459604299,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
169,169,0.339013696842957,0.37544901976603,0.156086474590227,0.320987503028293,0.98331016635821,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
170,170,0.346861592052577,0.38651345317983,0.162260568611403,0.325037574124529,0.992632308115214,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
171,171,0.353239519036999,0.39398108136738,0.167325528974132,0.329588230820755,0.99633895247021,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
172,172,0.358919229066237,0.39556074890857,0.171626597329774,0.334434573177215,0.997309357253741,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
173,173,0.364569480766965,0.39608691120427,0.17529662968643,0.339390997605614,0.99798765590402,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
174,174,0.370108362799324,0.39304244958064,0.178643086487339,0.344479071717968,0.998042653115715,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
175,175,0.37569216257481,0.38950405132516,0.181770213540117,0.349655635606304,0.99801484780972,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
176,176,0.381461098009605,0.384428579407,0.184733989412226,0.354883718197995,0.998364181008628,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
177,177,0.387149954560492,0.37903407572533,0.187698962510283,0.360233945199513,0.998170107701779,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
178,178,0.392830079575091,0.37681655605305,0.190672684296344,0.365686572435853,0.997688434294612,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
179,179,0.398888180042627,0.37637751459329,0.193521695396167,0.371142526320241,0.998181064104773,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
180,180,0.40501404070438,0.3787635251887,0.196401891202776,0.37668514824028,0.998599252434094,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
181,181,0.410846941755495,0.38495660274442,0.199497006695183,0.382407936406383,0.99780156970139,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
182,182,0.416805038605485,0.39122820034439,0.202600726340537,0.388201362921815,0.99715049404873,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
183,183,0.42339620200362,0.39767841706984,0.205472871135026,0.393939289271509,0.998186485617837,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
184,184,0.429736568569472,0.4044160899043,0.208563087227631,0.399852454135725,0.99815072282958,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
185,185,0.435820372260982,0.41319673934016,0.211866850617933,0.405939265358757,0.997081431026248,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
186,186,0.442590525060554,0.42241702307011,0.214911858663734,0.411959410399903,0.997789275271692,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
187,187,0.449374768093275,0.43238384614649,0.218047895998701,0.418090733418118,0.9982371496779,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
188,188,0.455751295623767,0.44269715042817,0.221483763240127,0.424440801481185,0.997235428400289,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
189,189,0.462611792292644,0.45249959822917,0.224764922157658,0.43077953746745,0.99735639039322,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
190,190,0.469868596748119,0.46174124409991,0.227946660763606,0.43713488244057,0.998294799372204,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
191,191,0.476616489159215,0.47188077978515,0.231488191039556,0.44374181830965,0.99753953745908,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
192,192,0.483426323295126,0.48429175878292,0.235089722843468,0.450449266480956,0.99671060417167,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
193,193,0.491139934949283,0.49736472125448,0.238337567110322,0.457046713749612,0.998026345973368,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
194,194,0.498439110767909,0.51369681857728,0.24190559949535,0.463878173293984,0.997941684471484,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
195,195,0.50530737259575,0.53060102456864,0.245786863067589,0.47094199800009,0.996489568456885,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
196,196,0.513004498458565,0.5482242612008,0.249353176774602,0.477918708707241,0.99691087048012,0.0244236749160659,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,1,0.106240678871941,0.005,0.2,Continental US
197,197,0.572439345475668,0.56612462861527,0.249353176774602,0.477918708707241,0.99691087048012,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
198,198,0.5765828120374,0.58381837865355,0.264296806845347,0.495363727648914,0.966942551375974,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
199,199,0.589017994238091,0.60132913320582,0.274825842726592,0.511118098644436,0.956720182998148,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
200,200,0.602932690793664,0.61869230099887,0.284045367765679,0.526524957862445,0.950398622802675,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
201,201,0.61834343534189,0.635745479885,0.292505349426453,0.541793922314358,0.94716014022869,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
202,202,0.634275346101332,0.65254571961536,0.300791515414461,0.557175369834793,0.944747868732734,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
203,203,0.650747757599903,0.6681812618142,0.308909040213763,0.57265577922645,0.943143253951727,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
204,204,0.667229069605137,0.68365541474798,0.31717951513524,0.588372197328517,0.94125129672282,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
205,205,0.683952815528088,0.69900035376265,0.32544669914067,0.604241397440159,0.939574094730965,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
206,206,0.700943381143552,0.71428895709566,0.333687325962153,0.620242808881719,0.938163027199042,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
207,207,0.717814912347756,0.72714353784704,0.342140191779579,0.636476370781129,0.936305437160089,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
208,208,0.734683172984165,0.73824001062101,0.350711689268605,0.652889457453746,0.934273883306198,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
209,209,0.751949321414323,0.74656523227246,0.359106292542456,0.66933808573939,0.932829001033451,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
210,210,0.769525954651876,0.75006213480399,0.367384501736084,0.685839685285312,0.931788329775296,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
211,211,0.786728238480824,0.75599526436643,0.375983927691871,0.702582456380253,0.929994048894278,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
212,212,0.80332646460869,0.77183240893417,0.385062158938055,0.719627432881833,0.927131282259164,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
213,213,0.82060381543668,0.79107123383465,0.393673104850216,0.736536636087797,0.925415691146525,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
214,214,0.838795209751449,0.83515880945807,0.401669304145875,0.753231677660445,0.925145013737141,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
215,215,0.856491194472707,0.88581546043554,0.410013263475665,0.770134016505246,0.92405744127384,0.0182039390844011,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,2,0.27894386464417,0.0853075080618963,0.2,Continental US
216,216,0.950185857276717,0.93660873254783,0.410013263475665,0.770134016505246,0.92405744127384,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
217,217,0.97548206984935,0.98748333008021,0.438060563663661,0.900353679446521,0.820521427754896,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
218,218,1.01435724201839,1.03143234174527,0.461750771514714,1.01661629456573,0.761894952758733,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
219,219,1.05122140855199,1.06543577428047,0.48357509267841,1.12238269347729,0.719610373298174,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
220,220,1.08284353780471,1.09359130927156,0.503649585482827,1.21868035128372,0.685959126046112,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
221,221,1.10749266468898,1.10305993508578,0.521206838362082,1.30535434252474,0.65754958796755,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
222,222,1.12473916361148,1.110146376774,0.535951319684944,1.38215750252705,0.632750373106933,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
223,223,1.13529719325387,1.10959953151311,0.547588577254841,1.4488934032904,0.611005512726665,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
224,224,1.14027719748582,1.10771565074447,0.556068226108695,1.50569004564901,0.592032850604774,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
225,225,1.14109970541797,1.11685888239352,0.561606183558936,1.55275008721204,0.575808188669789,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
226,226,1.13915431332508,1.13143996211058,0.564491393023087,1.59062989316727,0.562286945142772,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
227,227,1.13529834368105,1.1505930652677,0.565882757884166,1.62117041280312,0.550802484432541,0.0451310980649579,1,0.5,0.5,0,1,10,1,0.2,1,1,1,0.25,3,0.459384263213515,0.227259662896347,0.309607451292941,Continental US
